incredere_sist_fiscal,parere_sist_fiscal,TRANSPARENCY,VALUE FOR MONEY,ECONOMICAL,TRUST,SOCIAL WELFARE,WORK PLACE CREATION,SOCIO-ECONOMIC DEVELOPMENT,STABILITY,PREDICTIBILITY,FIN_INSP,FINES,CLEAR_LAW,FISC_FACIL,SUBV,INVEST_TAX,Q_PUBLIC_SV,PUBLIC_INV,TRANSP,nemultumiri_sist_fiscal,schimbari_sist_fiscal,ce_ofera_sistemul,motivare_incredere_sist_fiscal,nemultumiri_sist_fiscal_sentiment,schimbari_sist_fiscal_sentiment,ce_ofera_sistemul_sentiment,motivare_incredere_sist_fiscal_sentiment,overall_sentiment_all_responses
0,3,5,4,4,5,5,5,5,5,4,4,3,4,3,4,3,4,5,4,-,-,-,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,1,5,5,4,5,3,4,4,5,3,4,2,5,5,4,5,5,5,4,birocratia,birocratia si anumite demersuri aferente investitiilor ,accesul la anumite servicii,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,3,5,4,4,3,4,4,3,4,4,3,3,4,4,4,4,4,3,4,taxe ridicate ,as schimba ceva in asa fel incat sa sustin sistemul juridic,taxe mari,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,4,4,4,5,5,4,5,4,4,3,4,3,4,5,4,4,5,4,4,Birocratia,Birocratia,Accesul la anumite servicii publice,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
0,1,4,5,5,5,4,4,4,4,4,2,5,5,4,4,4,5,5,5,Controlul tot mai des a firmelor,Impozit mai mic pe profit,Impozit mare pe orice.,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,0,0,1,0
1,4,5,4,5,5,4,5,5,5,5,4,5,4,3,2,3,5,4,3,"În România, veniturile fiscale și bugetare sunt dependente de veniturile din taxele si impozitele indirecte (TVA, accize, taxe vamale etc.)","  O birocraţie mai puţin excesivă, reducerea numărului de taxe şi a plăţilor aferente, încurajarea investiţiilor şi chiar diminuarea cotelor taxelor, precum şi facilitarea unui dialog eficient şi coerent între autorităţile fiscale şi contribuabili ar putea fi alte plusuri în creşterea competivităţii României.
  Dezvoltarea și implementarea unei strategii fiscale moderne și predictibile pe termen mediu și lung ar fi esențială în contextul concurenței ce se manifestă între statele europene pentru atragerea de noi investiții și crearea de noi locuri de muncă.
  Trebuie promovate nu doar depunerea electronică a declaraţiilor fiscale şi plata electronică a acestora, dar şi controalele fiscale electronice.
  Este nevoie de mai multă stabilitate, transparenţă şi predictabilitate în politica fiscală.",Asigură resursele financiare necesare îndeplinirii rolului statului în economie.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,1,1,1
0,1,3,4,4,2,3,3,4,5,4,3,2,2,4,2,4,2,4,2,Nu are logica și este corupt.,Nu știu ,Ne oferă diferite informații economice. ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
1,4,5,4,5,5,5,5,4,4,4,4,2,5,4,4,4,4,4,3,Sistemul fiscal ii greu si necesita implicarea unor contabili pentru ca cetățenii să.si depună la timp declarațiile de venit. ,As incerca sa simplific munca de colectare și evidența impozitelor. ,O putere fiscală.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,1,0,1
0,3,5,5,5,5,5,4,4,5,5,3,3,5,5,3,5,5,5,5,"Birocratia, inconsistenta si nepredictabilitatra",As incerca sa schimb cat mai putin pentru a nu ii bulversa pe oameni ,Foarte putine beneficii,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
1,4,5,5,5,5,5,5,5,5,4,3,4,4,3,3,3,4,4,5,"Birocrația
","Având in vedere faptul ca materia Finanțele publice ne-a ajutat sa ne formam o imagine obiectiva asupra statului si funcționalitățile acestuia , eu unul as realiza unele schimbări favorabile atât pentru stat cât și pentru cetățeni.",Unele beneficii dar și unele piedici din punct de vedere economic,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",0,1,0,1,0
0,1,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,3,3,5,"Lipsa de predictibilitate si de transparenta.
Informatizare redusa.
Inechitate.
Subordonare politica.
Lipsa de eficienta.","Gradul de transparenta.
Imbunatatirea interactiunii online.
Cresterea responsabilitatii fata de platitorii de taxe.",Ocazia de a colecta si a irosii banii prin ineficienta si coruptie.,o restructurare fundamentala a statului din care sa rezulte un stat suplu si transparent,0,1,0,1,0
1,4,5,3,4,5,4,4,5,5,5,3,2,5,5,3,5,5,4,5,"După cum văd eu sistemul fiscal românesc încă există aspecte care trebuie îmbunătățite, precum: comunicarea dintre instituțiile publice și cetățeni, elaborarea bugetelor.",Categoric m-aș axa pe oferirea unor servicii publice de calitate deoarece prima interacțiune a unei persoane cu sistemul fiscal este prin intermediul reprezentanților publici ai acestuia.,"Accesul la studii gratuite, burse de merit și facilități la transportul în comun.",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
1,1,5,4,4,5,4,5,5,5,5,4,4,5,5,5,4,5,5,5,coruptia !,As dori sa fac ca totul sa fie transparent in ceea ce priveste cheltuielile !!, .,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,0,1,1,1
0,1,4,4,4,5,3,5,5,5,4,3,4,4,3,5,4,5,4,3,Faptul că banii colectați nu sunt investiți si administrați în mod corect de către stat.,"modul ce colectare și administrare, imtroducerea penalizărilor pentru neplată sau neplată la timp","Încă în momentul de față banii colectați nu sunt administrați cum trebuie, deci sistemul fiscal nu oferă prea multe avantaje sau beneficii.",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,0,1,0
1,4,3,4,3,4,2,4,4,4,3,3,4,4,3,4,3,4,4,3,Dezechilibrarea veniturilor după proveniență,"reducerea numărului de taxe şi a plăţilor aferente, încurajarea investiţiilor şi chiar diminuarea cotelor taxelor","ajutoarele pentru bolile grave și incurabile, ajutoarele pentru dispozitive medicale",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
0,3,5,4,4,5,4,3,5,4,4,3,4,5,4,4,3,5,5,5,"Proasta gestionare a banului public de catre persoanele aflate la conducere , folosirea acestora ca instrument de manipulare a maselor de oameni , lipsa transparentei privid cheltuielile pe care statul le realizeaza , serviciile proaste in cadrul institutiilor publice.","As incerca sa eficientizez procesul de colectare a taxelor si impozitelor , prin educarea contribuabililor.","Ofera o oarecare siguranta ( șubredă ) deoarece acesta intr-o mare masura asigura bugetul de stat , care mai apoi este folosit pentru asigurarea serviciilor publice si investitile in infrastructura , de proasta calitate la momentul actual .","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
0,3,5,5,5,5,4,4,5,5,5,1,3,3,3,4,5,4,3,5,Incertitudinea,Predictibilitatea lor,Bătăi de cap,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
0,3,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,5,5,Faptul ca se tot schimba,"As incerca sa gasesc un mijloc prin care sa incerc sa ""echilibrez"" situatia",Nu prea multe,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
0,1,5,4,4,5,4,4,3,5,4,3,3,4,4,4,3,4,4,5,"Transparenta, încrederea",As oferi siguranța mai multă și transparenta,Prea putine lucruri pozitive,"Pentru că îmi oferă servicii de protecție socială, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,0,0,1,0
0,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,"Platim taxe si impozite pentru a putea beneficiia de anumite servicii dar nu beneficiem niciodata de ele, banii sunt distribuiti pe salariile bugetarilor","modul de colectare a banilor din taxe si impozite, gestionarea banilor, colectarea de la corporatii",o povara si un stres enorm,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,4,4,4,5,5,4,5,5,4,4,5,4,4,4,5,4,4,4,5,-,Dezvoltarea și implementarea unei strategii fiscale moderne și predictibile pe termen mediu și lung ar fi esențială în contextul concurenței ce se manifestă între statele europene pentru atragerea de noi investiții și crearea de noi locuri de muncă.,Impozitele mici,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,0,1,1
0,4,3,5,4,5,5,4,4,3,4,4,2,3,4,5,5,5,3,4,Stabilitatea,Scutorea de taxe si impozite,Taxe in plus,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,4,4,5,2,4,5,5,5,5,4,2,2,4,5,2,4,2,4,5,Impozitele pe salarii ,Aș modifica impozitele pe salarii ,Ne asigura siguranta finanțări serviciilor publice,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,0,1,1,1
1,4,4,4,5,5,3,4,4,3,3,4,4,4,4,4,5,5,4,5,Schimbarile dese,Aplicarea legilor penteu toti in mod egal,Nesiguranta,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
1,3,4,4,3,4,3,4,4,4,5,4,5,4,4,4,4,4,4,4,Nimic,Nu ştiu ,"Sist fiscal îmi oferă serviciile publice , şi ceea ce ţine de acestea.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
1,4,5,4,5,4,2,2,4,5,5,4,4,5,5,3,4,3,2,1,"Că deseori când avem nevoie de servicii publice, nu putem primi pentru că organizaţiile publice nu mai au fonduri, nici pentru persoanele care plătesc taxe si impozte regulat.",Dacă eu aşi fi ministrul finanţelor publice aşi schimba acea lege care prevede impozitarea salariilor persoanelor atât din domeniul privat cât şi public.,Ne oferă o securitate fiscală şi ajută în organizarea bugetelor publice.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,4,5,4,5,5,5,4,4,4,5,4,5,4,4,4,4,5,5,4,Pe mine mă nemulțumește la acest sistem faptul că plătesc anumite taxe și impozite la anumite instituții de la care nu primesc nici un beneficiu ,Eu ași schimba ca aceea lege să fie eliminată pentru ca să nu plătim taxe și impozite anumitor insituți de la care nu avem nici un beneficiu.,În opinia mea sistemul fiscal actul ne oferă o organizare regulată a banilor publici și o securitate fiscală potrivită.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
0,1,5,4,4,5,5,5,4,5,5,5,4,4,5,4,4,5,4,5,"Sistemul fiscal  romanesc nu este transparent,in ciuda faptului ca cetateni isi platesc taxele si impozitele noi nu  beneficiem de servicii publice de calitate si multe altele",Daca as fi ministrul finantelor publice cu siguranta as urmari gestionarea banilor mai indeaproape si apoi as reorganiza gestionarea banilor.,servicii publice spre ex servicii de sanatate minime,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
0,4,4,3,4,5,4,5,4,4,4,4,4,4,5,5,4,4,3,5,Taxele.,Personalul.,Servicii de protectie sociala.,Pentru că îmi oferă servicii de protecție socială,1,1,1,1,1
1,4,5,4,4,4,5,5,5,5,4,5,4,5,5,4,4,5,4,5,Prea multe schimbari si nu se ajunge la cea mai bună soluție.,Sa fie mai atenti cand fac schimbari si sa experimenteze înainte ca acestea sa fie adoptate.,"Cum distribuie fondurile către instituții, care sunt resursele financiare care contribuie la economie, pe plan financiar cum ar fi de conducere si reglementare si multe altele .",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
1,3,5,4,3,4,3,3,4,5,3,3,3,3,4,4,3,5,5,4,Impozitarea microintreprinderilor cu 1% din venituri,modificări la legislaţia privind prevenirea şi combaterea evaziunii fiscale,Este computerizat,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
0,1,5,5,5,4,4,4,5,5,5,5,4,3,4,2,4,4,3,1,Nu mi se pare că banii sunt investiți acolo unde este nevoie de ei ( ex  în sistemul de sănătate ),As  investi mai mulți bani în sistemul de sănătate ,Taxe destul de ridicate și oamenii beneficiază de niște servicii foarte slab calitativ în raport cu taxele  ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
0,3,5,4,4,5,5,5,5,4,4,5,3,5,3,5,5,4,5,5,tot,TVA-ul,nimic,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,0,1,1
1,3,4,5,4,5,4,3,3,4,2,1,3,4,3,4,5,4,3,3,Taxele și impozitele ,Taxele și impozitele ,Facilități fiscale,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,3,4,5,3,5,5,4,5,3,3,4,3,4,3,5,3,3,5,4,"Banii, taxele",Taxele si impozitele,Facilitati ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,4,5,4,5,5,5,4,4,5,4,3,3,3,4,4,4,4,4,4,Taxele si impozitele,Taxele si impozitele,Prea multe taxe,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
1,3,5,4,4,4,5,5,5,5,4,3,2,5,4,4,5,5,5,5,Taxele si impozitele,Taxele si impozitele ,Multe taxe si impozite,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,4,5,4,3,4,4,2,4,3,3,2,3,4,4,4,4,5,3,4,Taxele și impozitele prea mari,Taxele și impozite ,Facilitați ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
0,4,4,3,5,5,4,5,4,5,4,2,3,3,4,4,4,5,4,4,"Sistemul fiscal trebuie să fie dirijat astfel încât să urmărească strângerea tuturor obligaţiilor .





","
Personal fiscal cu o scută  pregătire de specialitate.","Sistemul fiscal îmi oferă finanțarea serviciilor publice
",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,1,0,1
1,3,3,4,3,5,3,4,5,4,4,4,4,5,5,5,4,5,5,4,Impozitarea microintreprinderilor cu 1 % din venituri ,Legislația privind prevenirea și combaterea evaziunii fiscale ,Este computerizat ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,0,1,0
1,3,5,4,5,5,5,5,5,5,5,3,1,5,2,5,5,5,5,5,"Nu se reabiliteaza scoli, spitale, dar se aloca bani pentru biserici.",Micsorarea TVA-ului,Nimic care sa ma incante.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
0,3,4,5,5,5,5,5,5,5,3,3,3,4,4,5,3,5,4,4,Taxe prea mari schimbari prea mici,As scadea toate taxele foarte mult deoarece sunt enorme si nu prea se vad mari schimbari in domeniile cele mai 4e' invatamantul si spitalele,Multa bataie de cap,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
0,3,5,4,4,5,4,5,5,4,4,4,4,4,4,4,4,5,5,4,"Condițiile medicale, școlare culturale sunt destul de slab dezvoltate","Punerea accentului pe mai multă practica in scoli, punere in funcție a autostrăzilor și mai putine taxe ",Nu prea multe in acest moment ,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
0,3,4,5,5,3,4,5,3,3,5,2,2,4,3,1,5,5,3,5,Taxe si impozite mari si salariile mici.,"Să fie un sistem mai transparent, taxele mai mici, încurajarea investițiilor",Nu prea multe in acest moment.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
0,4,4,3,4,5,4,5,5,5,3,3,3,4,3,3,5,5,3,4,Prea multe taxe și impozite ,Nu stiu,Unele Beneficii,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
0,1,5,5,4,4,3,4,5,4,5,2,2,5,5,5,4,4,5,3,"Consider ca impunerea si cresterea taxelor ,nu fac decat sa afecteze economia subreda a tarii.Sustinerea a nenumarate servicii sociale fara o economie ce o poate sustine, este o insulta adusa contribuabililor.Romanul este sarac,si pe langa salariul minim  de 2080 ron , acestuia i se ia 40%,832 de lei,din care inca acesta trebuie sa plateasca si alte taxe.
Consider ca pe langa salariul mic, angajatorul sustine contributia angajatorului la munca, iesindu-i 2127 lei per angajat,statul primind atat de la angajator cat si de la angajat 862 de lei.
Si de toti banii adunati la bugetut de stat infrastructura nu avem, conditii in spitale nu avem,dar ne permitem sa crestem salariile bugetarilor si politicienilor la sume de 5000 10000 de lei,sa nu mai mentionez coruptia si ura fata de sectorul privat al acestei Tari.","Daca as fi ministrul de finante al Romaniei, as incerca sa incurajez lumea sa isi cheltuie banii in fonduri de investii, vizate la dezvoltarea infrastructurii,incercarea de a mentine leul la 4.66 fata de euro pentru a indeplini contitiile pentru adoptarea Euro, si scutirea de CAM a Firmelor care au un profit net anual sub 1.000.000 de euro sub an pentru a-i determina sa angajeze oameni.
As reduce din deduceri la 35%, CAS si CASS ,la persoanele ce nu au suferit de sanatate, avand nevoie de tratamente sau medicamente platite de stat in ultimii 3 ani ,dar as ridica tva-ul la 20% , acel 1% fiind dedicat exclusiv dezvoltarii.","Sistemul fiscal actual ofera cetateanului roman un sistem medical accesibil pentru toata lumea, ajutoare sociale(abuzate), pensii, drumuri si ne furnizeaza caldura si apa.",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
0,3,4,5,5,4,5,3,4,4,3,4,3,4,4,4,3,5,4,4,"-suntem supuși unor taxe foarte mari, de care s-ar putea să nu beneficiem, deoarece nu avem nevoie o perioadă de timp de respectivele servicii; de exemplu sănătatea.
- neseriozitate","- aș ține seama de condițiile sociale și economice.
- creșterea eficienței în alocarea fordurilor
- echilibrarea într-o anumită măsură astfel încât și clasa de jos; muncitoare să poată să se integreze în sociatatea nostră și să crească, să se dezvolte, să-și depășească condițiile.","Sistemul fiscal actual mai mult colectează taxe decât să ofere cetățenilor serviciile pe care le-ar merita și de care ar avea nevoie în urma acestora. Astfel sunt cetățeni care au nevoie de exemplu de îngrijiri medicale amănunțite și de care nu beneficiază din diferite lipsuri( aparatură, personal atc) sau pur și simplu trebuie să plătească pentru anumite intervenții speciale deoarece acestea nu intră în asigurare.","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",0,1,0,1,0
0,1,4,4,4,5,4,4,4,4,4,3,3,4,3,3,4,4,4,4,Tot,La fiecare parte cate ceva,Nimic,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,0,0,0
0,3,5,4,4,5,5,5,5,5,4,4,4,4,4,4,5,4,5,5,Plata unor anumite impozite si taxe inutile. ,"Scutirea unor taxe si impozite pentru investitori pe o perioadă determinată.  
Acordarea de subvenții in domeniul agriculturii.
Dezvoltarea turismului în anumite zone .
","Protecția persoanelor cu venituri mici sau a persoanelor cu handicap.
Finanțarea cheltuielilor publice. ","Pentru că îmi oferă servicii de protecție socială, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
0,1,5,4,4,4,3,4,5,4,4,4,4,5,5,5,5,5,4,5,"Lipsa transparenței, proasta comunicare cu cetățenii, proasta informare a cetățenilor și modificările aproape săptămânale ale tipurilor de documente necesare plății unor taxe sau impozite. ","Transparență, cetățeni informați, mai putina birocrație, eficienta sistemului fiscal. ","Multe hârtii, drumuri de la un ghișeu la altul pentru plata unu impozit etc. ",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,0,1,0
1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Taxe și impozite,Taxe și impozite,Facilități,Pentru că îmi oferă servicii de protecție socială,1,1,1,1,1
1,1,5,5,4,4,4,5,5,5,5,4,5,5,5,5,4,4,5,4,Nimic,Totul,Taxe si impozite,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
1,3,5,5,4,5,5,5,5,4,4,5,3,4,5,5,5,5,5,4,Nu s-au gasit solutii pentru a fi toata lumea multumita ,As incerca sa gasesc solutii optime pentru a împăca pe toata lumea,Transparenta,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
1,1,5,4,5,5,5,5,4,4,5,4,4,4,4,4,5,4,4,4,Nedreptățile ,Eliminarea unor taxe inutile ,"Nimic bun , doar o grămadă de taxe și impozite ",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
1,3,4,4,4,5,4,5,5,5,3,4,3,3,3,4,3,4,4,3,Nu mă nemulțumește.,Nu doresc să schimb nimic.,Nu prea multe.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
0,1,5,5,5,4,3,5,5,5,4,3,4,5,4,4,3,5,4,5,Taxele si impozitele,Aproape tot sistemul ,La momentul actual nimic,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,0,1,1
1,3,5,4,4,5,4,4,5,5,4,4,4,4,5,5,3,5,4,4,Faptul ca in unele situații se contrazice și nu este suficient de transparent.,Referitor la impozitul pe profit as anula scutirea de la plata a persoanelor juridice care nu realizeaza profit,Deocamdată incertitudine,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
1,4,5,4,4,5,5,5,5,5,4,5,5,3,5,3,5,5,4,5,"Gradul de transparență,scăzută ",Repartizarea banilor,Multe taxe și impozite,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
1,3,5,4,4,5,4,4,4,5,4,3,3,4,3,3,4,4,4,5,Conducerea ,As trata mai cu seriozitate problemele pe care noi ca stat le intampinam. As incerca sa scap de tot ce e corupt. ,"Sistemul actual este unul învechit, ne ofera un model negativ de gandire. ",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,"Din punctul meu de vedere, sistemul fiscal românesc este unul corupt, iar dorința celor care îl guvernează de al redresa mi se pare că este aproape inexistentă.","Dacă aș fi ministrul finanțelor publice aș fi mult mai strictă și mai drastică referitor la modul în care ceilalți vor să corupă, să fure sau să ascundă anumite situații.","Din punctul meu de vedere, sistemul fiscal actual este unul îmbătrânit, dar sper ca în viitor să se redreseze.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
0,4,5,4,4,3,4,5,5,5,4,4,3,5,3,3,4,5,5,5,Prea multe taxe și impozite ,"Servicii publice mai rapide, as prezenta cetățenilor mai clar ce se întâmpla cu bani din impozite și taxe","Multe taxe și impozite de plătit , de complectat o mulțime de declarații ",Pentru că îmi oferă servicii de protecție socială,0,1,0,1,0
1,3,5,4,4,5,5,5,4,5,4,3,4,5,4,5,4,5,4,5,Dezinteresul față de problemele reale. Ar trebui să le dea de gândit și să facă ceva folositor în sensul ăsta.,"Sunt multe lucruri pe care le decid oameni fără informații, iar acest lucru l-aș schimba astfel încât soarta sistemului fiscal să nu depindă de oameni dezinteresați și neinformați.",Îmi asigură serviciile publice administrative de care am nevoie într-un stat democratic.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,0,1,1,1
1,4,5,3,4,5,2,4,2,5,4,3,3,4,5,5,4,4,4,5,"Ma nemultumeste la acest sitem fiscal faptul ca ii lipseste stabilitatea si transparenta, lucruri 5e pentru noi cetatenii. ",Daca as fi ministrul finantelor as reduce numarul de taxe si impozite si as incuraja investitiile. ,Sistemul fiscal actual ne ofera taxe  si impozite mult prea mari. ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
0,1,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,"Sistemul fiscal romanesc este abolit de o birocratie excesiva, lucru nemultumitor. Privind situatia prin prisma unui presupus contribuabil, m-ar nemultumi si nivelul mare al taxelor, numarul mare de taxe, dar si incompetenta unor functionari publici care da nastere unei proaste relatii functionar-contribuabil. Totodata, este revoltatoare cota evaziunii fiscale ce se practica in tara noastra.","As fi mai sever in ceea ce priveste pedepsirea celor ce nu isi platesc impozitele, as evita introducerea de schimbari in legislatia fiscala ce au un grad inalt de incertitudine, as evita pe cat posibil conflictele cu mediul de afaceri.Totodata as incerca implementarea unei strategii fiscale moderne si as eficientiza procesele de colectare si alocare a fondurilor. Un alt aspect 4 ce l-as lua in vedere ar fi combaterea evaziunii fiscale. Tinand cont de conjuctura politica si economica de la nivelul Uniunii Europene, as cauta sa ne descurcam mai bine cu resurse proprii, astfel incat sa nu devenim dependenti de fondurile europene.Politica fiscală din România are nevoie si de mai multă stabilitate, transparenţă şi predictabilitate.","Eu consider ca sistemul fiscal actual din Romania ne ofera multe contradictii.Contribuabilul se vede invins de un sistem birocratic si corupt. Exista zeci de declaratii de depus, amenzi, controale abuzive din partea Fiscului, dobanzi si penalitati de intarziere, modificari aduse legislatiei dese si numeroase.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
0,2,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,Ma nemultumeste faptul ca sistemul fiscal nu este transparent si nu ofera destula incredere.,"In primul rand as reduce arcizele la combustibil,energie
In al doilea rand as elimina birocratia.
In al treilea rand as reduce din taxe si impozite si as elimina taxele inutile.",Ofera nesiguranta intre cetateni si stat.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
